"No.","Time","Source","Destination","Protocol","Length","Info"
"7431","130.516910","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1113483 Win=1159168 Len=0 SLE=1114943 SRE=1116403"
"7432","130.516923","100.64.11.41","23.204.147.32","TCP","66","[TCP Dup ACK 7431#1] 61040  >  443 [ACK] Seq=862 Ack=1113483 Win=1159168 Len=0 SLE=1114943 SRE=1117863"
"7433","130.516940","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1117863 Win=1159168 Len=0"
"7434","130.516962","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1122243 Win=1159168 Len=0 SLE=1123703 SRE=1125163"
"7435","130.516980","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1125163 Win=1159168 Len=0"
"7436","130.517012","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1130325 Win=1159168 Len=0 SLE=1131785 SRE=1133245"
"7437","130.517032","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1133245 Win=1159168 Len=0"
"7438","130.517054","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1139085 Win=1159168 Len=0 SLE=1140545 SRE=1142005"
"7439","130.517075","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1142005 Win=1159168 Len=0"
"7440","130.517094","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1144925 Win=1159168 Len=0 SLE=1146385 SRE=1147845"
"7441","130.517111","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1147845 Win=1159168 Len=0"
"7442","130.517130","100.64.11.41","23.204.147.32","TCP","66","[TCP Dup ACK 7441#1] 61040  >  443 [ACK] Seq=862 Ack=1147845 Win=1159168 Len=0 SLE=1149305 SRE=1150765"
"7443","130.517150","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1150765 Win=1159168 Len=0"
"7444","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1150765 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7445","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1152225 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7446","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1153685 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7447","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1155145 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7448","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1156605 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7449","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1158065 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7450","130.517232","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7451","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1160985 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7452","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1162445 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7453","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1163905 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7454","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1165365 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7455","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1166825 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7456","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1168285 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7457","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1169745 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7458","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1171205 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7459","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [PSH, ACK] Seq=1172665 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7460","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1174125 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7461","130.517232","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7462","130.517232","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1178505 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7463","130.517232","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1177045 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7464","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1179965 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7465","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1181425 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7466","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1182885 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7467","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1184345 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7468","130.517232","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1187265 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7469","130.517232","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1185805 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7470","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1188725 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7471","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1190185 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7472","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1191645 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7473","130.517232","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7474","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1194565 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7475","130.517232","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1196025 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7476","130.517362","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1177045 Win=1159168 Len=0 SLE=1178505 SRE=1179965"
"7477","130.517381","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1179965 Win=1159168 Len=0"
"7478","130.517403","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1185805 Win=1159168 Len=0 SLE=1187265 SRE=1188725"
"7479","130.517418","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1188725 Win=1159168 Len=0"
"7480","130.517444","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1197485 Win=1159168 Len=0"
"7481","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1197485 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7482","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1198945 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7483","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1200405 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7484","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1201865 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7485","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1203325 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7486","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1204785 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7487","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1206245 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7488","130.517529","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1207705 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7489","130.517563","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1209165 Win=1159168 Len=0"
"7490","130.518651","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7491","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1210625 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7492","130.518651","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1213545 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7493","130.518651","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1212085 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7494","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1215005 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7495","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1216465 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7496","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1217925 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7497","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [PSH, ACK] Seq=1219385 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7498","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1220845 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7499","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1222305 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7500","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1223765 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7501","130.518651","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7502","130.518651","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1228145 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7503","130.518651","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1226685 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7504","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1229605 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7505","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1231065 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7506","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1232525 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7507","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1233985 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7508","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1235445 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7509","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1236905 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7510","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1238365 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7511","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1239825 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7512","130.518651","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7513","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1242745 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7514","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1244205 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7515","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1245665 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7516","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1247125 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7517","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1248585 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7518","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1250045 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7519","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1251505 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7520","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1252965 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7521","130.518651","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1254425 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7522","130.518754","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1212085 Win=1159168 Len=0 SLE=1213545 SRE=1215005"
"7523","130.518784","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1215005 Win=1159168 Len=0"
"7524","130.518825","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1226685 Win=1159168 Len=0 SLE=1228145 SRE=1229605"
"7525","130.518845","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1229605 Win=1159168 Len=0"
"7526","130.518900","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1255885 Win=1159168 Len=0"
"7527","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1255885 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7528","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1257345 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7529","130.518947","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7530","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1260265 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7531","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1261725 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7532","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1263185 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7533","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1264645 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7534","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [PSH, ACK] Seq=1266105 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7535","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1267565 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7536","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1269025 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7537","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1270485 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7538","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1271945 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7539","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1273405 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7540","130.518947","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7541","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1276325 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7542","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1277785 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7543","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1279245 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7544","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1280705 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7545","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1282165 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7546","130.518947","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [PSH, ACK] Seq=1283625 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7547","130.519051","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1285085 Win=1159168 Len=0"
"7548","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1285085 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7549","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1286545 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7550","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1288005 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7551","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1289465 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7552","130.520581","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7553","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1292385 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7554","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1293845 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7555","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1295305 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7556","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1296765 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7557","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1298225 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7558","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1299685 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7559","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1301145 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7560","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1302605 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7561","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1304065 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7562","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1305525 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7563","130.520581","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
"7564","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1308445 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7565","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1309905 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7566","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1311365 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7567","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1312825 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7568","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1315745 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7569","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1314285 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7570","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1317205 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7571","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1318665 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7572","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1321585 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7573","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1320125 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7574","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [ACK] Seq=1324505 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU], Application Data"
"7575","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1323045 Ack=862 Win=64128 Len=1460"
"7576","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1325965 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7577","130.520581","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1327425 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7578","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Previous segment not captured] 443  >  61040 [PSH, ACK] Seq=1330345 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7579","130.520581","23.204.147.32","100.64.11.41","TCP","1514","[TCP Out-Of-Order] 443  >  61040 [ACK] Seq=1328885 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7580","130.520718","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1314285 Win=1159168 Len=0 SLE=1315745 SRE=1317205"
"7581","130.520746","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1317205 Win=1159168 Len=0"
"7582","130.520771","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1320125 Win=1159168 Len=0 SLE=1321585 SRE=1323045"
"7583","130.520792","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1323045 Win=1159168 Len=0"
"7584","130.520805","100.64.11.41","23.204.147.32","TCP","66","[TCP Dup ACK 7583#1] 61040  >  443 [ACK] Seq=862 Ack=1323045 Win=1159168 Len=0 SLE=1324505 SRE=1325965"
"7585","130.520823","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1325965 Win=1159168 Len=0"
"7586","130.520844","100.64.11.41","23.204.147.32","TCP","66","61040  >  443 [ACK] Seq=862 Ack=1328885 Win=1159168 Len=0 SLE=1330345 SRE=1331805"
"7587","130.520866","100.64.11.41","23.204.147.32","TCP","54","61040  >  443 [ACK] Seq=862 Ack=1331805 Win=1159168 Len=0"
"7588","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1331805 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7589","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1333265 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7590","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1334725 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7591","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1336185 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7592","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1337645 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7593","130.520936","23.204.147.32","100.64.11.41","TCP","1514","443  >  61040 [ACK] Seq=1339105 Ack=862 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"7594","130.520936","23.204.147.32","100.64.11.41","TLSv1.2","1514","Application Data, Application Data"
